text,spam,text_length,$_frequency,money_presence
"Subject: re : telephone interview with enron corp . research dept .  dear shirley :  confirming that i will be waiting for the telephone interview at 1 pm  tomorrow . ? i would like to give you my cell phone number , 713 / 907 - 6717 , as a  back - up measure . ? please note that my first preference is to receive the call  at my home number , 713 / 669 - 0923 .  sincerely ,  rabi de  ?  ? shirley . crenshaw @ enron . com wrote :  dear rabi :  i have scheduled the telephone interview for 1 : 00 pm on friday , july 7 th .  we will call you at 713 / 669 - 0923 . if there are any changes , please let  me know .  sincerely ,  shirley crenshaw  713 - 853 - 5290  rabi deon 06 / 26 / 2000 10 : 37 : 24 pm  to : shirley crenshaw  cc :  subject : re : telephone interview with enron corp . research dept .  dear ms . crenshaw :  thanks for your prompt response . ? july 6 or 7 th will work best for me . . ? i  would prefer to be called at my home number . ? please let me know the  schedule and other details , if any .  sincerely ,  rabi de  ? shirley crenshawwrote :  good afternoon mr . de :  your resume has been forwarded to the enron corp . re ! search dept . and  they would like to conduct a telephone interview with you at your  convenience .  the interviewers would be :  vince kaminski managing director  stinson gibner vice president  grant masson vice president  p . v . krishnarao director  paulo issler manager  please give me some dates and times this week or july 5 , 6 , and 7 th when  you might be available and i will coordinate with the other calendars .  i look forward to hearing from you .  sincerely ,  shirley crenshaw  administrative coordinator  enron corp . research  713 / 853 - 5290  email : shirley . crenshaw @ enron . com  do you yahoo ! ?  get yahoo ! mail - free email you can access from anywhere !  do you yahoo ! ?  send instant messages & get email alerts with yahoo ! messenger .",0,1920,0,0
"Subject: video conference with the mars corp . "" cds "" group - avi hauser  good morning :  there will be a video conference this friday , june 30 at 11 : 30 am with  avi hauser of the cds group of mars corp .  the subject will be : commodity development services opportunity  in the emerging energy markets .  the video conference will be in eb 2802 a  thanks !  shirley crenshaw",0,379,0,0
"Subject: re : follow - up  eric ,  mandeep chahal , ainsley gaddis , sofya tamarchenko , elena chilkina , james  aimone  should not count . m . chahal was transferred to the new company , the rest are  summer interns  ( gone back to school ) , or part - time high school or college kids . i shall  walk around and remind the rest  of the crowd about the deadline .  vince  eric thode @ enron  08 / 25 / 2000 02 : 31 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : follow - up  vince - -  we have been working the last few days to get ena ' s united way participation  rate up as high as possible . i called earlier about your cost center because  the following 16 employees were listed in power trading , but i believe are  part of the research organization .  if you have a chance , could you encourage them to log onto  http : / / unitedway . enron . com on the intranet and make a contribution to the  united way . the deadline is today .  thanks .  eric  employees in your cost center :  ainsley gaddis elena chilkina james aimone jose marquez  kevin moore mandeep chahal maureen raymond osman sezgen  paulo issler peyton gibner pinnamaneni krishnarao samer takriti  sofya tamarchenko thomas halliburton william smith yana kristal",0,1247,0,0
"Subject: re : programming for rdi model  michelle ,  the project is progressing . helen has done a great job , finding various flaws  in the initial design ( ken ' s design ) of the access table , and has been going  back  and forth with ken to modify the table . since helen can ' t devote full time to  this project ,  chris has hired a contractor , cecil stradford , to do the coding . i have  spoken with  cecil just now and he says no coding has been done yet . i am trying to  arrange  a meeting today with cecil , helen , christin ( the one who ' s overseeing coding  process in cecil ' s company ) and myself . will report back to you on what  is discussed in the meeting .  best ,  alex",0,695,0,0
"Subject: mid - year 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the mid - year 2000 performance  management process by providing meaningful feedback on specific employee ( s )  that have been identified for you . your feedback plays an important role in  the performance management process , and your participation is very critical  to the success of enron ' s performance management goals .  please provide feedback on the employee ( s ) listed below by accessing the  performance management system ( pep ) and completing an online feedback form as  described in the "" performance management quick reference guide "" . you may  begin your feedback input immediately . please have all feedback forms  completed by the date noted below .  if you have any questions regarding pep or your responsibility in the  process , please call the pep help desk at the following numbers :  in the u . s . : 1 - 713 - 853 - 4777 , option 4  in europe : 44 - 207 - 783 - 4040 , option 4  in canada : 1 - 403 - 974 - 6724 ( canada employees only )  or e - mail your questions to : perfmgmt @ enron . com  thank you for your participation in this important process .  the following list of employees is a cumulative list of all feedback  requests , by operating company , that have an "" open "" feedback status . an  employee ' s name will no longer appear once you have completed the feedback  form and select the "" submit "" button in pep .  review group : enron  feedback due date : jun 16 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  ahmad , anjam dale surbey may 22 , 2000",0,1753,0,0
"Subject: cal berkeley career fair  recruiting season is quickly approaching and i wanted to go ahead and make  everyone aware of the first event at cal berkely this fall . the cal berkeley  career fair will take place on friday , september 8 th . we would like to take  three representatives on campus to discuss the analyst program as well as the  global technology track . travel arrangements would involve leaving on  thursday evening , september 7 th , to recruit on campus all day friday . if you  think that you may be available to help with this event , please click on the  button below .  we will discuss this and other events / dates on campus this fall during the  team meeting on tuesday , august 29 th at 2 : 00 in 49 c 4 . at that time we will  have sign - up sheets so that you can attend events that best fit in your  schedule . i will also follow up with an e - mail similar to this so that  everyone is able to express their date / event preferences .  thanks so much for helping recruit at cal berkeley this fall . if you have  any questions , please feel free to contact me at 3 - 3589 .  ashley",0,1115,0,0
"Subject: pjm publishes list of 1000 contingencies  message sent from the pjm - customer - info mailing list at  pjm - customer - info @ majordomo . pjm . com :  to meet customer requests , pjm has published the pjm contingency list on the  web  site at www . pjm . com . the file can be found under pjm markets , market and  system  data , under lmp model information . the list contains the approximately 1000  contingencies existing in the pjm energy management system . the contingencies  are the possible occurrences against which pjm system operators must protect  the  transmission system .  please do not reply to this message . if you have a question for pjm customer  relations and training , please send an e - mail to custsvc @ pjm . com .  to unsubscribe from this list , send an e - mail to majordomo @ majordomo . pjm . com  containing only the following line in the body of the e - mail :  unsubscribe pjm - customer - info",0,938,0,0
"Subject: long sleeve denim shirts with the enron research logo  hello everyone :  i believe all of you are new employees since we last ordered the research  shirts .  they are a blue denim ( tencel ) , button down , long sleeve , shirt with a logo  over the left pocket .  several of you have been asking for them so i will place an order .  please let me know the size shirt you would like . they come in ladies , or  mens in small , medium , large , and extra - large . please circle the size  you would like .  name size  tom barkley s m l exl  stephen bennett s m l exl  rakesh bharati s m l exl  lance cunningham s m l exl  rabi de s m l exl  anita dupont s m l exl  shane green s m l exl  anguel grigorov s m l exl  seksan kiatsupaibul s m l exl  sandeep kohli s m l exl  jaesoo lew s m l exl  martin lin s m l exl  kate lucas s m l exl  iris mack s m l exl  praveen mellacheruvu s m l exl  mitra mujica s m l exl  wichai narongwanich s m l exl  nelson neale s m l exl  kenneth parkhill s m l exl  chris pernoud s m l exl  leann walton s m l exl",0,1051,0,0
"Subject: meeting at 2 : 00 pm friday  kevin ,  can you join us ? i may be 5 minutes late , coming from another meeting .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 15 / 2000  07 : 59 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  wenyao jia  12 / 14 / 2000 06 : 24 pm  to : debbie r brackett / hou / ect @ ect , vince j kaminski / hou / ect @ ect  cc :  subject : meeting at 2 : 00 pm friday  we will meet at debbie ' s office at 2 : 00 pm tomorrow afternoon . we will talk  about asset liability project from treasury dept .  see you there .  winston",0,621,0,0
"Subject: year end 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the year end 2000 performance  management process by providing meaningful feedback on specific employee ( s ) .  your feedback plays an important role in the process , and your participation  is critical to the success of enron ' s performance management goals .  to complete requests for feedback , access pep at http : / / pep . corp . enron . com  and select perform review under performance review services . you may begin  providing feedback immediately and are requested to have all feedback forms  completed by friday , november 17 , 2000 .  if you have any questions regarding pep or your responsibility in the  process , please contact the pep help desk at :  houston : 1 . 713 . 853 . 4777 , option 4  london : 44 . 207 . 783 . 4040 , option 4  email : perfmgmt @ enron . com  thank you for your participation in this important process .  the following is a cumulative list of employee feedback requests with a  status of "" open . "" once you have submitted or declined an employee ' s request  for feedback , their name will no longer appear on this list .  review group : enron  feedback due date : nov 17 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  andrews , naveen c rudi c zipter oct 31 , 2000  baxter , ashley david davies nov 02 , 2000  campos , hector o peyton s gibner nov 06 , 2000  carson , richard l richard b buy oct 30 , 2000  crenshaw , shirley j wincenty j kaminski oct 26 , 2000  gandy , kristin h celeste c roberts nov 01 , 2000  gorny , vladimir theodore r murphy ii nov 02 , 2000  hewitt , kirstee l steven leppard nov 06 , 2000  kindall , kevin vasant shanbhogue oct 30 , 2000  lamas vieira pinto , rodrigo david port oct 31 , 2000  patrick , christie a steven j kean nov 09 , 2000  pham , bich anh t sarah brown nov 06 , 2000  raymond , maureen j wincenty j kaminski nov 02 , 2000  rosen , michael b christie a patrick nov 06 , 2000  sun , li kevin kindall nov 09 , 2000  supatgiat , chonawee peyton s gibner oct 27 , 2000  tamarchenko , tanya v vasant shanbhogue oct 26 , 2000  tawney , mark r jeffrey a shankman oct 26 , 2000  thuraisingham , ravi paul h racicot jr nov 12 , 2000  williams , matthew steven leppard nov 08 , 2000  yaman , sevil vasant shanbhogue oct 27 , 2000  yuan , ding richard l carson oct 31 , 2000",0,2511,0,0
"Subject: re : thank you for the e - mail .  joe ,  he is a research assistant of prof . darrell duffie from stanford  and i met him in this capacity . a very bright fellow .  i could not assess his commercial skills but he has enough common  sense to identify the winner ( as his interest in enron demonstrates ) .  vince  joseph p hirl @ enron _ development  12 / 17 / 99 08 : 05 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : thank you for the e - mail .  vince , thanks for the note and the voice mail this morning . do you have any  thoughts / comments on this person ' s abilities ?  joe  vince j kaminski @ ect  12 / 18 / 99 07 : 25 am  to : joseph p hirl / enron _ development @ enron _ development  cc :  subject : re : thank you for the e - mail .  joe ,  i am forwarding you the information about the student from stanford of  japanese ancestry interested in enron .  he lives currently in california .  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 17 / 99  03 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  10 / 20 / 99 07 : 07 am  to : hoshino @ leland . stanford . edu  cc : celeste roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect , greg  whalley / hou / ect @ ect  subject : re : thank you for the e - mail .  taiichi ,  thank you for your messsage . i shall forward to our analyst / associate  program and a few other units of enron .  vince kaminski  hoshino @ leland . stanford . edu on 10 / 19 / 99 09 : 14 : 05 am  please respond to hoshino @ leland . stanford . edu  to : vince j kaminski / hou / ect @ ect , vkaminski @ aol . com  cc :  subject : thank you for the e - mail .  dear vince kaminski  thank you so much for the kind invitation for the meeting .  i have been always inspired by and having respect for the  recent revolutionary achievements of enron in the energy markets  my former employer mckinsey tokyo in fact featured  your company * s success in the last quarterly , and it clearly states  ( in japanese though ) that the quantitative research capability at enron  is now at the world * s top level , which has been always behind the scene .  i am extremely honored to receive the email from you and in fact  interested in knowing the opportunity of working in the energy field ;  however , very unfortunately i will have to come back to japan , or at  least to the east asian region , upon graduation due to an inevitable  family reason . my wife * s father passed away recently and an old  mother - in - law is now left alone without relatives . i understand that  enron has not yet embarked on the next big project of freeing  the outdated japanese energy market , ( which by the way i strongly  hope ) so i may not have a very good chance of making contribution  at your company right now .  lastly , if you need a staff in tokyo in some future who understands  both the risk management analytics at the f 622 level and the local  language and business custome better than average , please contact  me any time . i will be happy to assist as much as possible .  yours sincerely ,  / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~  taiichi hoshino  ph . d . candidate  engineering economic systems & operations research  graduate school of engineering  stanford university  the shadows apt # 171  750 north shoreline blvd .  mountain view ca 94043  tel / fax ) 650 - 960 - 1993  / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~ / ~",0,3524,0,0
"Subject: our meeting  vince :  i enjoyed meeting you last week to discuss my application to join your group .  please keep my inquiry confidential for now .  if selected , i think your group would greatly benefit from my diverse  skill - set including modeling skills utilizing excel , access , and  bloomberg as well as graphing , statistical , and other quantitative abilities ,  especially in the meteorology field .  i am particularly interested in being able to discover vital information  which may affect the markets ( e . g . pulp / paper , interest rates , weather ) as  well as arriving at a new variable which captures all market variables into  one which may be followed and forecasted for each of the groups .  furthermore , i am truly committed to adding value to your group , including  making significant contributions ,  and am sanguine about my ability to ensure that these achievements are  well - received .  i have met many people at enron thus far and am able to utilize these  strategic alliances by knowing who may be able  to assist your group in the quest for information on different projects . by  accessing information quickly , both internal and  external to the firm , the group would be able to extraordinarily benefit from  this diligence in addition , by seeking greater efficiencies in my work ,  i have been able to be instrumental in accumulating additional  responsibilities .  most importantly , i have the mathematical acumen and insight to ensure the  continued growth and prosperity of your group .  as a research - oriented individual , i am clearly interested in pursuing a  position in your group .  if selected , i would be able to bring my diverse experience , including  financial modeling and derivatives , from my tenure at  enron and cibc world markets .  i look forward to meeting with select members of your group .  thanks ,  david  3 - 3528",0,1895,0,0
"Subject: energy finance conference presentations available  fyi :  you can now retrieve most all the speaker presentations of the 2001 energy  finance conference ( feb 22 - 23 ) from our website at  http : / / cefer . bus . utexas . edu , with the exception of presentations made by john  mccormack , peter nance , sailesh ramamurtie , and ehud ronn / anoop kapoor ,  which i hope to still receive .  sincerely ,  angela  * * * * * * * * * * * * * *  angela dorsey  assistant director  center for energy finance education & research  the university of texas at austin  department of finance , cba 6 . 222  austin , tx 78712  angela . dorsey @ bus . utexas . edu  * * * * * * * * * * * * * *",0,690,0,0
"Subject: re :  thanks vince .  dinner on sunday ok all round . do you want anjam along too ? i can ' t really  ask him , given our current relationship .  one other thing , have you had thoughts on reporting lines , who signs  expenses , etc . etc . , or are these issues to be resolved when you come over ?  cheers ,  steve  vince j kaminski  09 / 20 / 2000 04 : 14 pm  to : steven leppard / lon / ect @ ect  cc :  subject :  steve ,  steve , this is the spreadsheet .  also , please , let shirley know if the dinner on sun is ok .  vince",0,539,0,0
"Subject: wallet size telephone cards for the research group  hi dee :  per our conversation , i am attaching the listing of the research group .  we would like 50 sets of the wallet size telephone cards made up .  our co . # is 0011 and our rc # is 100038 .  if you have any questions , please call me at 3 - 5290 .  thanks and have a great day !  shirley",0,355,0,0
"Subject: presentation to faculty and students at berkeley  vince - attached are the documents that steve references below . we ' ll keep  you on the distribution list for further documents as they ' re created .  elizabeth  - - - - - forwarded by elizabeth linnell / na / enron on 09 / 20 / 2000 09 : 40 am - - - - -  steven j kean  sent by : steven j kean  09 / 20 / 2000 09 : 21 am  to : maureen mcvicker / na / enron @ enron , james d steffes / hou / ees @ ees , elizabeth  linnell / na / enron @ enron  cc : vince j kaminski / hou / ect @ ect  subject : presentation to faculty and students at berkeley  maureen - - please send vince my california testimony and the talking point  presentation for jeff skilling at the national press club .  eliz - - keep vince on the distribution list for the documents we are  generating now to repond to the california situation .  - - - - - forwarded by steven j kean / na / enron on 09 / 20 / 2000 09 : 18 am - - - - -  vince j kaminski @ ect  09 / 18 / 2000 01 : 26 pm  to : steven j kean / na / enron @ enron  cc : charlene jackson / corp / enron @ enron , celeste roberts / hou / ect @ ect , vince j  kaminski / hou / ect @ ect , ashley baxter / corp / enron @ enron  subject : presentation to faculty and students at berkeley  steve ,  i am a lead recruiter at the university of california at berkeley for  enron analyst / associate program .  i contacted several friends who work at berkeley and received an invitation  from one of them to make a presentation at the weekly faculty seminar  of the dept . of industrial engineering and operations research .  the students and faculty members from the business school will be also  invited .  berkeley in general , and department of industrial engineering and operations  research in  particular , are important centers of academic research on electricity markets  ( s . oren works very closely with severin borenstein ) .  my presentation will focus on the analyst / associate program . i shall also  have  an opportunity to discuss the power markets in california ( i expect many  questions ) before many experts who are very important to shaping  public opinion and regulatory agenda .  please , let me know who in you group could help me in preparing this  presentation  and in presenting enron ' s point of view in a more effective way .  vince  fyi . the name of my friend who invited me :  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777",0,2555,0,0
"Subject: re : check  julie ,  a clarification . we had an agreement with chris and les to contribute aus  10 , 000  as a part of the cost .  vince  "" julie "" on 10 / 30 / 2000 12 : 32 : 14 pm  to :  cc :  subject : re : check  vince ,  ?  thank you for your email . ?  ?  we will send you a copy of the book as soon as it is available , which we are  now estimating to be around ? 21 november ( no need to send us a cheque ; you  deserve it ) .  ?  just let us ? know if we should use a different address than your office in  houston .  ?  thanks again for all of your help .  ?  julie  ?  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com  to : julie @ lacima . co . uk  cc : vince . j . kaminski @ enron . com  sent : monday , october 30 , 2000 2 : 16 pm  subject : check  julie ,  this message was returned to me a few times when i sent it from my home  address .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 30 / 2000  08 : 00 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vkaminski @ aol . com on 10 / 28 / 2000 12 : 12 : 57 pm  to : ? ? julie @ lacima . co . uk  cc : ? ? vkaminski @ aol . com , vkamins @ enron . com  subject : ? check  julie ,  as the book is about to be released to the market , i would like to start  the  process to issue the check to lacima . who will be the payee ( lacima ) and  what  is the address ?  vince",0,1438,0,0
"Subject: hello all ,  the program for the 2000 texas finance festival has been formalized and can  be found on our web site at  i do need to remind you of a few things before we converge on san antonio .  first , be sure to contact the convention hotel and make your reservations .  at last count there were only 6 rooms left . second , i need a completed  application form from everyone so that we can get an accurate meal count .  i am attaching the program announcement so you can fill out the appropriate  boxes for meals and numbers of guests in the event you have not sent in a  form .  remember that we are starting the conference off with a luncheon on friday  so plan on arriving early friday or coming in on thursday evening if you  can . our hotel is right on the river and there are lots of restaurants and  interesting things to visit in the immediate area ( the alamo is across the  plaza from the hotel ) .  we are making plans for spouses and children to attend both the dinner on  friday and saturday evenings . the friday evening dinner begins at 6 p . m .  so that we can be done in plenty of time for our private guided tour of the  alamo at 8 : 00 p . m . for saturday we are still working out plans for the  evening so stay tuned .  there will be more information later as the conference nears . looking  forward to seeing you all and in beautiful , sunny san antonio .  john  - announcerev . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0,1690,0,0
"Subject: re : hello from vince kaminski at enron  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 08 / 08 / 2000  11 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" shmuel oren "" on 08 / 08 / 2000 08 : 14 : 59 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : hello from vince kaminski at enron  dear vince  i will be happy to meet with you . please let me know when you will be here .  i will check among our students who may be interested . i have a ph . d .  student that is very good but he is still in the pipeline .  shmuel .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to : ; ;  sent : tuesday , august 08 , 2000 10 : 59 am  subject : hello from vince kaminski at enron  > shmuel ,  >  > i hope you remember me . i visited you together with aram sogomonian , a  > good friend of mine , a few years ago . i am currently responsible , among  > other things , for recruiting graduates with finance and / or technical  > backgrounds at the university of berkeley . i would be glad to give you a  > call and talk more about the details of our program . my colleague ,  > ashleybaxter , from the analyst / associate program at enron would join me  > as well .  >  > i am sending you a copy of the brochure about the analyst / associate  > program .  >  > vince kaminski  >  >  > vincent kaminski  > managing director - research  > enron corp .  > 1400 smith street  > room ebl 962  > houston , tx 77002 - 7361  >  > phone : ( 713 ) 853 3848  > fax : ( 713 ) 646 2503  > e - mail : vkamins @ enron . com  >",0,1850,0,0
"Subject: re : kmi end - user license agreement ( enron ' s agreement for project  services  hi gene , looks like you are dealing with the subject . thanks for moving this  forward . kmi is dancing around relatively minor issues that i think we should  be able to overcome . essentially , the issue is that we will not resell their  database or misrepresent it . they want to put in all this restriction about  not using it for trading , exchange , etc . stretches our possible usage of this  database . it appears from your e - mail that the attament therein is our  standard agreement that we get our vendors to sign . at this point , i am  happy with whatever it takes to get those guys to close the deal .  thank you very much for the prompt service ,  regards ,  ravi .",0,773,0,0
"Subject: ms 150  dear friends and family ,  on april 15 and 16 i will be joining thousands of riders and volunteers on  the ms 150 which is a two day bike tour from houston to austin covering 182  miles dedicated to end the devastating effects of multiple sclerosis .  multiple sclerosis is a disease that is total unpredictable . symptoms may be  mild such as numbness in the limbs , or severe paralysis or loss of vision .  most people with ms are diagnosed between the ages of 20 and 40 but the  unpredictable physical and emotional effects can be lifelong  my wife , ilene was diagnosed with ms almost three years ago ; at first i was  at a loss of how i could support her . that was until i heard of the ms 150 ,  which is one of the greatest challenges of my life . it is my choice to  participate in the ms 150 , ilene does not have a choice , as she has to live  with ms every day .  this will be my third year riding in the ms 150 raising money for the  national ms society to fight multiple sclerosis . in 1998 my goal was simple .  it was to raise money and ride the 182 miles on my own . i succeeded in my  endeavor by completing the ride on my own steam and raising $ 6 , 000 . in 1999  i raised my goal to $ 10 , 000 and finished the tour . not only did i meet my  goal , but surpassed it by raising $ 15 , 000 to fight this devastating disease  with the help of my friends and family . this year my goal is even greater !  my wife and i are once again asking for your help . this year on the 2000 ms  150 bike tour , my goal is to raise $ 20 , 000 .  enron is a big supporter of the ms 150 . for the past two years we were the  largest bike team and biggest fundraiser of any corporate team nationally .  last year we raised $ 310 , 000 with 300 riders . enron will match dollar for  dollar on all contributions donated in my name . using this secure , fast and  easy web page you can make a tax - deductible donation ( if clicking on the link  below does not work you can cut and paste the link to your browser ) .  mail = jnorden % 40 enron % 2 ecom  if you would prefer to send a check it should be made out to the national ms  society and sent to the address below .  i appreciate your continued support of the ms society and the isuzu ms 150  bike tour . the funds raised on the isuzu ms 150 bike tour provides  equipment , financial assistance , self - help groups , counseling , information  and resources , as well as education for people with ms and their families .  your support truly makes a difference in the lives of people with multiple  sclerosis .  for additional information on ms http : / / www . nmss . org  for additional information the ms 150 http : / / www . msl 50 . org  thank you for your support ,  john norden  john norden  director technology  enron  1400 smith st  houston tx 77002  713 / 853 - 3240",0,2845,5,1
"Subject: request submitted : access request ( scrw - 4 n 9 s 2 f )  fyi !  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 08 / 21 / 2000  01 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  information risk management  08 / 16 / 2000 03 : 34 pm  sent by : shirley crenshaw  to : shirley crenshaw / hou / ect @ ect  cc :  subject : request submitted : access request ( scrw - 4 n 9 s 2 f )  thank you for your request .  you will be notified via email when your request has been processed . you can  check the progress of your request by doing one of the following :  in the srrs application , click on requests i have made . a listing of recent  requests will be appear sorted by resource name .  click on the request link below . this is a link to information regarding your  request .  below is a summary of your request .  requested for : vince j kaminski / hou / ect  request date : 8 / 16 / 2000 3 : 32 : 19 pm  request type : update access  request link :  requested resources  comet  grms ( global risk management system )  unlisted application / software  if you have any questions , please contact information risk management at 35536",0,1199,0,0
"Subject: address  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 05 / 23 / 2000  06 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  keith alan baggerly @ stat . rice . edu on 05 / 23 / 2000  09 : 46 : 41 am  sent by : kabagg @ stat . rice . edu  to : vince . j . kaminski @ enron . com  cc :  subject : address  vince ,  thanks for chatting with me yesterday ! just a brief note  about info we talked about that i would find useful :  a ) your papers  b ) the latest version of managing energy price risk  c ) data  thanks !  keith  my address is :  keith baggerly  4038 drummond  houston , tx 77025",0,656,0,0
"Subject: re : your visit to carnegie mellon  kent ,  thanks a lot . look forward to meeting you on campus .  vince  "" kent garrett "" on 11 / 05 / 2000 01 : 06 : 21 pm  to :  cc :  subject : your visit to carnegie mellon  vince :  i would like to personally thank you for spending the day with us at the  mscf program at carnegie mellon . the time you spent talking to us about  enron , and the energy industry in general , was very much appreciated . in  fact , i believe some students who were not previously interested in energy  are now interested because of the things about which you spoke . i have  signed up for an interview for the associate program at enron , and i hope to  speak to you again through involvement in the associate program . thanks  again .  sincerely ,  kent garrett  kent garrett  m . s . in computational finance  carnegie mellon university  ( 412 ) 362 - 7443",0,888,0,0
"Subject: re : managing energy price risk - 2 nd edition  janette ,  thanks .  vince kaminski  enron corp .  1400 smith street , room 1962  houston , tx 77251 - 1188  phone : ( 713 ) 853 3848  fax : ( 713 ) 646 2599  e - mail : vkamins @ enron . com  vince  "" janette jagernauth "" on 01 / 06 / 2000 05 : 49 : 27 am  please respond to "" janette jagernauth ""  to : vince j kaminski / hou / ect @ ect  cc :  subject : managing energy price risk - 2 nd edition  dear mr kaminski ,  i do hope that you had a pleasant christmas and new year , like ourselves at  risk .  i am currently producing the author cards which you discussed with my  manager , paula soutinho , and would like to know where you would like them  delivered to . i have ordered a quantity of 200 which i hope is to your  satisfaction .  if you have any queries please do not hesitate in contacting either myself or  paula ,  kind regards  janette jagernauth  marketing assistant - risk books  - attl . htm",0,968,0,0
"Subject: re : ll visa - anshuman shrivastava  molly ,  thanks for the update . two points .  please , let neil mcgregor know that many possible proposals were floated  with regard to anshuman and there was some noise in the system .  we need ll visa anyway and we decided to go ahead an arrange it .  i shall also write to him and explain the confusion .  also , if i have the choice between upsetting neil or jeffs ( shankman and  skilling ) ,  i shall choose neil .  vince  enron north america corp .  from : molly magee 01 / 24 / 2001 10 : 13 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : ll visa - anshuman shrivastava  vince : apparently neil mcgregor became upset when he received margaret  daffin ' s email . he is saying , however , that anshuman will only be in  houston for one month , and you had mentioned six months when we spoke  earlier . it really doesn ' t make any difference since he will need to get an  ll visa under either circumstance , but i thought you might want to see his  email .  molly  - - - - - - - - - - - - - - - - - - - - - - forwarded by molly magee / hou / ect on 01 / 24 / 2001 10 : 09  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  margaret daffin  01 / 24 / 2001 09 : 57 am  to : molly magee / hou / ect @ ect  cc :  subject : re : ll visa - anshuman shrivastava  molly : per our conversation today . please let me know the status so that i  can proceed with the visa process .  thanks  margaret  - - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 01 / 24 / 2001  09 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  neil mcgregor @ enron _ development  01 / 24 / 2001 05 : 18 am  to : margaret daffin / hou / ect @ ect  cc : wade cline / enron _ development @ enron _ development  subject : re : ll visa - anshuman shrivastava  anshuman is not moving or immigrating to the us . we are allowing him to work  for a lmonth assignment in the us with enron . please carry out the necessary  approvals and visa ' s on this basis .  neil mcgregor  ceo dabhol power  margaret daffin @ ect  01 / 23 / 2001 10 : 31 pm  to : anshuman . srivastav @ enron . com  cc : molly magee / hou / ect @ ect , vince j kaminski / hou / ect @ ect , jane  allen / hou / ect @ ect , timothy callahan / na / enron @ enron , ranendra  sengupta / enron _ development @ enron _ development , wade  cline / enron _ development @ enron _ development , neil  mcgregor / enron _ development @ enron _ development @ ect , harsimran  subject : ll visa - anshuman shrivastava  anshuman : i have been asked to contact you regarding your possible move to  houston , texas . in order that i may begin the process of getting you an ll  immigration visa , i will need you to complete the attached visa questionnaire  and return it to me with copies of the following documents :  a copy of all pages of your passport , even if blank  copies of all previous us visas issued  an updated resume , showing months and years  copies of all diplomas and transcripts received  if you have dependent family members coming to the states with you , copies of  their passports  please send to my attention , via fedex to :  enron corp .  3 allen center , 3 ac 2026 a  333 clay street  houston , tx 77002  please call me with any questions you may have at 713 - 345 - 5083 .",0,3340,0,0
Subject: rick jones ' address  18 pale dawn pl  936 271 3283  look for capstone - off of research . there are other turns but that will get  you in the ball park on the map .  see you monday !,0,192,0,0
